# Bvalcalc v1.4.4
# --genome --params /users/a/d/adaigle/Bvalcalc/bvalcalc_revision_work/params/drosophila_v144/DroMel_Utr_paper_v144.py --bedgff /nas/longleaf/home/adaigle/johri/projects/Bmaps/bedgffs/DroMel_utr.bed --chr_sizes /users/a/d/adaigle/Bvalcalc/bvalcalc_revision_work/data/drosophila_v144/dm6_autosomes_2_3_sizes.csv --rec_map /users/a/d/adaigle/Bvalcalc/bvalcalc_revision_work/data/drosophila_v144/comeron_dm6_filled_clean.csv --prior_Bmap /users/a/d/adaigle/Bvalcalc/bvalcalc_revision_work/results/drosophila_v144_paper_rerun/run_64623982/maps/phastcons_CDS_B_v144.csv --gamma_dfe --pop_change --out /users/a/d/adaigle/Bvalcalc/bvalcalc_revision_work/results/drosophila_v144_paper_rerun/run_64623982/maps/allregions_B_v144.csv --out_binsize 1000
# Format: Chromosome,Start,B
chr2L,839001,0.853227
chr2L,840001,0.856775
chr2L,841001,0.860445
chr2L,842001,0.860237
chr2L,843001,0.864441
chr2L,844001,0.861159
chr2L,845001,0.862705
chr2L,846001,0.862021
chr2L,847001,0.865030
chr2L,848001,0.856117
chr2L,849001,0.864217
chr2L,850001,0.856687
chr2L,851001,0.865868
chr2L,852001,0.868771
chr2L,853001,0.870568
chr2L,854001,0.873985
chr2L,855001,0.874207
chr2L,856001,0.867798
chr2L,857001,0.873097
chr2L,858001,0.873154
chr2L,859001,0.874080
chr2L,860001,0.879282
chr2L,861001,0.876069
chr2L,862001,0.875957
chr2L,863001,0.876218
chr2L,864001,0.877220
chr2L,865001,0.874146
chr2L,866001,0.875064
chr2L,867001,0.869042
chr2L,868001,0.872260
chr2L,869001,0.874654
chr2L,870001,0.869374
chr2L,871001,0.865455
chr2L,872001,0.872657
chr2L,873001,0.870088
chr2L,874001,0.875996
chr2L,875001,0.874860
chr2L,876001,0.871075
chr2L,877001,0.871742
chr2L,878001,0.874242
chr2L,879001,0.876241
chr2L,880001,0.878359
chr2L,881001,0.880985
chr2L,882001,0.881638
chr2L,883001,0.883310
chr2L,884001,0.884302
chr2L,885001,0.880617
chr2L,886001,0.873572
chr2L,887001,0.873560
chr2L,888001,0.874313
chr2L,889001,0.876096
chr2L,890001,0.880109
chr2L,891001,0.877469
chr2L,892001,0.879441
chr2L,893001,0.876335
chr2L,894001,0.876117
chr2L,895001,0.877309
chr2L,896001,0.876260
chr2L,897001,0.875601
chr2L,898001,0.880214
chr2L,899001,0.883861
chr2L,900001,0.885156
chr2L,901001,0.882433
chr2L,902001,0.880340
chr2L,903001,0.883858
chr2L,904001,0.884626
chr2L,905001,0.883451
chr2L,906001,0.882276
chr2L,907001,0.882734
chr2L,908001,0.883858
chr2L,909001,0.884420
chr2L,910001,0.883105
chr2L,911001,0.883435
chr2L,912001,0.884647
chr2L,913001,0.882300
chr2L,914001,0.891626
chr2L,915001,0.894345
chr2L,916001,0.893196
chr2L,917001,0.891795
chr2L,918001,0.886731
chr2L,919001,0.885997
chr2L,920001,0.889690
chr2L,921001,0.897502
chr2L,922001,0.900326
chr2L,923001,0.894487
chr2L,924001,0.894816
chr2L,925001,0.893916
chr2L,926001,0.890232
chr2L,927001,0.895326
chr2L,928001,0.888637
chr2L,929001,0.887128
chr2L,930001,0.888232
chr2L,931001,0.891557
chr2L,932001,0.888729
chr2L,933001,0.889998
chr2L,934001,0.889611
chr2L,935001,0.891218
chr2L,936001,0.894226
chr2L,937001,0.891727
chr2L,938001,0.891109
chr2L,939001,0.890195
chr2L,940001,0.896440
chr2L,941001,0.891915
chr2L,942001,0.893801
chr2L,943001,0.890260
chr2L,944001,0.892202
chr2L,945001,0.891363
chr2L,946001,0.892538
chr2L,947001,0.890449
chr2L,948001,0.891297
chr2L,949001,0.895316
chr2L,950001,0.899174
chr2L,951001,0.906016
chr2L,952001,0.905771
chr2L,953001,0.903692
chr2L,954001,0.896336
chr2L,955001,0.903110
chr2L,956001,0.904945
chr2L,957001,0.897470
chr2L,958001,0.894388
chr2L,959001,0.897738
chr2L,960001,0.899852
chr2L,961001,0.904551
chr2L,962001,0.906942
chr2L,963001,0.905327
chr2L,964001,0.905504
chr2L,965001,0.906009
chr2L,966001,0.905132
chr2L,967001,0.904197
chr2L,968001,0.906401
chr2L,969001,0.904731
chr2L,970001,0.908894
chr2L,971001,0.915024
chr2L,972001,0.914363
chr2L,973001,0.916610
chr2L,974001,0.922680
chr2L,975001,0.931407
chr2L,976001,0.937814
chr2L,977001,0.952187
chr2L,978001,0.956669
chr2L,979001,0.958445
chr2L,980001,0.959640
chr2L,981001,0.958867
chr2L,982001,0.956826
chr2L,983001,0.952085
chr2L,984001,0.936371
chr2L,985001,0.921671
chr2L,986001,0.915845
chr2L,987001,0.916549
chr2L,988001,0.909499
chr2L,989001,0.908947
chr2L,990001,0.912620
chr2L,991001,0.911565
chr2L,992001,0.911626
chr2L,993001,0.909515
chr2L,994001,0.914811
chr2L,995001,0.923237
chr2L,996001,0.931092
chr2L,997001,0.949228
chr2L,998001,0.954775
chr2L,999001,0.956666
chr2L,1000001,0.957976
chr2L,1001001,0.957240
chr2L,1002001,0.956499
chr2L,1003001,0.953769
chr2L,1004001,0.950179
chr2L,1005001,0.940627
chr2L,1006001,0.928742
