# Bvalcalc v1.4.4
# --genome --params /users/a/d/adaigle/Bvalcalc/bvalcalc_revision_work/params/drosophila_v144/DroMel_Phastcons_paper_v144.py --bedgff /nas/longleaf/home/adaigle/johri/projects/Bmaps/bedgffs/DroMel_phastcons.bed --chr_sizes /users/a/d/adaigle/Bvalcalc/bvalcalc_revision_work/data/drosophila_v144/dm6_autosomes_2_3_sizes.csv --rec_map /users/a/d/adaigle/Bvalcalc/bvalcalc_revision_work/data/drosophila_v144/comeron_dm6_filled_clean.csv --prior_Bmap /users/a/d/adaigle/Bvalcalc/bvalcalc_revision_work/results/drosophila_v144_paper_rerun/run_64623982/maps/coding_B_v144.csv --gamma_dfe --pop_change --out /users/a/d/adaigle/Bvalcalc/bvalcalc_revision_work/results/drosophila_v144_paper_rerun/run_64623982/maps/phastcons_CDS_B_v144.csv --out_binsize 1000
# Format: Chromosome,Start,B
chr2L,66001,0.012908
chr2L,67001,0.012883
chr2L,68001,0.012696
chr2L,69001,0.012689
chr2L,70001,0.012740
chr2L,71001,0.012919
chr2L,72001,0.012878
chr2L,73001,0.012855
chr2L,74001,0.012888
chr2L,75001,0.012789
chr2L,76001,0.012796
chr2L,77001,0.012783
chr2L,78001,0.012806
chr2L,79001,0.012752
chr2L,80001,0.012837
chr2L,81001,0.012792
chr2L,82001,0.012839
chr2L,83001,0.012818
chr2L,84001,0.012757
chr2L,85001,0.012783
chr2L,86001,0.012843
chr2L,87001,0.012909
chr2L,88001,0.012830
chr2L,89001,0.012860
chr2L,90001,0.012779
chr2L,91001,0.012783
chr2L,92001,0.012800
chr2L,93001,0.012798
chr2L,94001,0.012859
chr2L,95001,0.012718
chr2L,96001,0.012689
chr2L,97001,0.012688
chr2L,98001,0.012766
chr2L,99001,0.012760
chr2L,100001,0.012814
chr2L,101001,0.012847
chr2L,102001,0.012865
chr2L,103001,0.012846
chr2L,104001,0.012871
chr2L,105001,0.012821
chr2L,106001,0.012819
chr2L,107001,0.012818
chr2L,108001,0.012867
chr2L,109001,0.012828
chr2L,110001,0.012825
chr2L,111001,0.012829
chr2L,112001,0.012808
chr2L,113001,0.012870
chr2L,114001,0.012921
chr2L,115001,0.012881
chr2L,116001,0.012858
chr2L,117001,0.012849
chr2L,118001,0.012824
chr2L,119001,0.012841
chr2L,120001,0.012937
chr2L,121001,0.012932
chr2L,122001,0.012916
chr2L,123001,0.012838
chr2L,124001,0.012802
chr2L,125001,0.012800
chr2L,126001,0.012806
chr2L,127001,0.012770
chr2L,128001,0.012815
chr2L,129001,0.012874
chr2L,130001,0.012874
chr2L,131001,0.012893
chr2L,132001,0.012824
chr2L,133001,0.012815
chr2L,134001,0.012873
chr2L,135001,0.012811
chr2L,136001,0.012786
chr2L,137001,0.012808
chr2L,138001,0.012883
chr2L,139001,0.012841
chr2L,140001,0.012811
chr2L,141001,0.012822
chr2L,142001,0.012862
chr2L,143001,0.012841
chr2L,144001,0.012781
chr2L,145001,0.012750
chr2L,146001,0.012793
chr2L,147001,0.012859
chr2L,148001,0.012841
chr2L,149001,0.012824
chr2L,150001,0.012789
chr2L,151001,0.012715
chr2L,152001,0.012725
chr2L,153001,0.012810
chr2L,154001,0.012762
chr2L,155001,0.012867
chr2L,156001,0.012852
chr2L,157001,0.012836
chr2L,158001,0.012879
chr2L,159001,0.012945
chr2L,160001,0.012947
chr2L,161001,0.012949
chr2L,162001,0.012932
chr2L,163001,0.012831
chr2L,164001,0.012806
chr2L,165001,0.012768
chr2L,166001,0.012717
chr2L,167001,0.012843
chr2L,168001,0.012774
chr2L,169001,0.012793
chr2L,170001,0.012841
chr2L,171001,0.012768
chr2L,172001,0.012890
chr2L,173001,0.012860
chr2L,174001,0.012809
chr2L,175001,0.012821
chr2L,176001,0.012896
chr2L,177001,0.012794
chr2L,178001,0.012860
chr2L,179001,0.012854
chr2L,180001,0.012806
chr2L,181001,0.012786
chr2L,182001,0.012850
chr2L,183001,0.012838
chr2L,184001,0.012720
chr2L,185001,0.012727
chr2L,186001,0.012744
chr2L,187001,0.012275
chr2L,188001,0.012054
chr2L,189001,0.012054
chr2L,190001,0.012054
chr2L,191001,0.012054
chr2L,192001,0.012055
chr2L,193001,0.012055
chr2L,194001,0.012054
chr2L,195001,0.012054
chr2L,196001,0.012054
chr2L,197001,0.012054
chr2L,198001,0.012054
chr2L,199001,0.012226
chr2L,200001,0.012840
chr2L,201001,0.012899
chr2L,202001,0.012949
chr2L,203001,0.012911
chr2L,204001,0.012838
chr2L,205001,0.012821
chr2L,206001,0.012806
chr2L,207001,0.012853
chr2L,208001,0.012782
chr2L,209001,0.012797
chr2L,210001,0.012940
chr2L,211001,0.012937
chr2L,212001,0.012703
chr2L,213001,0.012674
chr2L,214001,0.012674
chr2L,215001,0.012784
chr2L,216001,0.012767
chr2L,217001,0.012706
chr2L,218001,0.012720
chr2L,219001,0.012824
chr2L,220001,0.012845
chr2L,221001,0.012826
chr2L,222001,0.012729
chr2L,223001,0.012749
chr2L,224001,0.012729
chr2L,225001,0.012749
chr2L,226001,0.012798
chr2L,227001,0.012807
chr2L,228001,0.012813
chr2L,229001,0.012748
chr2L,230001,0.012775
chr2L,231001,0.012807
chr2L,232001,0.012812
chr2L,233001,0.012771
chr2L,234001,0.012403
chr2L,235001,0.012347
chr2L,236001,0.012331
chr2L,237001,0.012322
chr2L,238001,0.012322
chr2L,239001,0.012328
chr2L,240001,0.016871
chr2L,241001,0.017275
chr2L,242001,0.018206
chr2L,243001,0.018681
chr2L,244001,0.018967
chr2L,245001,0.019394
chr2L,246001,0.019772
chr2L,247001,0.020048
chr2L,248001,0.020262
chr2L,249001,0.020602
chr2L,250001,0.025991
chr2L,251001,0.026870
chr2L,252001,0.037747
chr2L,253001,0.038143
chr2L,254001,0.048786
chr2L,255001,0.048983
chr2L,256001,0.059197
chr2L,257001,0.059769
chr2L,258001,0.069378
chr2L,259001,0.070240
chr2L,260001,0.116461
chr2L,261001,0.117808
chr2L,262001,0.129838
chr2L,263001,0.129510
chr2L,264001,0.138152
chr2L,265001,0.138330
chr2L,266001,0.148605
chr2L,267001,0.150680
chr2L,268001,0.157885
chr2L,269001,0.158242
chr2L,270001,0.165761
chr2L,271001,0.167596
chr2L,272001,0.173588
chr2L,273001,0.174474
chr2L,274001,0.181187
chr2L,275001,0.181125
chr2L,276001,0.187218
chr2L,277001,0.189212
chr2L,278001,0.193161
chr2L,279001,0.193227
chr2L,280001,0.239625
chr2L,281001,0.241665
chr2L,282001,0.246437
chr2L,283001,0.248164
chr2L,284001,0.251589
chr2L,285001,0.251327
chr2L,286001,0.253962
chr2L,287001,0.252836
chr2L,288001,0.255641
chr2L,289001,0.257626
chr2L,290001,0.258798
chr2L,291001,0.261384
chr2L,292001,0.265022
chr2L,293001,0.266568
chr2L,294001,0.268480
chr2L,295001,0.268769
chr2L,296001,0.269855
chr2L,297001,0.273632
chr2L,298001,0.273951
chr2L,299001,0.273146
chr2L,300001,0.303246
chr2L,301001,0.304022
chr2L,302001,0.305735
chr2L,303001,0.308670
chr2L,304001,0.308470
chr2L,305001,0.306684
chr2L,306001,0.304375
chr2L,307001,0.300807
chr2L,308001,0.298998
chr2L,309001,0.298786
chr2L,310001,0.299706
chr2L,311001,0.298374
chr2L,312001,0.299600
chr2L,313001,0.298751
chr2L,314001,0.299816
chr2L,315001,0.299456
chr2L,316001,0.300710
chr2L,317001,0.303038
chr2L,318001,0.305107
chr2L,319001,0.304558
chr2L,320001,0.324198
chr2L,321001,0.324000
chr2L,322001,0.325850
chr2L,323001,0.325229
chr2L,324001,0.326000
chr2L,325001,0.327745
chr2L,326001,0.329267
chr2L,327001,0.330685
chr2L,328001,0.330812
chr2L,329001,0.332067
chr2L,330001,0.333352
chr2L,331001,0.333284
chr2L,332001,0.336588
chr2L,333001,0.336995
chr2L,334001,0.338053
chr2L,335001,0.338844
chr2L,336001,0.341181
chr2L,337001,0.342661
chr2L,338001,0.345564
chr2L,339001,0.347226
chr2L,340001,0.363568
chr2L,341001,0.364282
chr2L,342001,0.367627
chr2L,343001,0.369182
chr2L,344001,0.374350
chr2L,345001,0.380667
chr2L,346001,0.386016
chr2L,347001,0.388843
chr2L,348001,0.391194
chr2L,349001,0.392609
chr2L,350001,0.393361
chr2L,351001,0.393824
chr2L,352001,0.392980
chr2L,353001,0.392036
chr2L,354001,0.389279
chr2L,355001,0.385180
chr2L,356001,0.380253
chr2L,357001,0.379659
chr2L,358001,0.373498
chr2L,359001,0.375211
chr2L,360001,0.390022
chr2L,361001,0.394084
chr2L,362001,0.390438
chr2L,363001,0.390232
chr2L,364001,0.384436
chr2L,365001,0.381105
chr2L,366001,0.369889
chr2L,367001,0.365237
chr2L,368001,0.361587
chr2L,369001,0.358852
chr2L,370001,0.355575
chr2L,371001,0.355193
chr2L,372001,0.349649
chr2L,373001,0.351110
chr2L,374001,0.348996
chr2L,375001,0.347869
chr2L,376001,0.345613
chr2L,377001,0.345526
chr2L,378001,0.348022
chr2L,379001,0.343450
chr2L,380001,0.354865
chr2L,381001,0.352115
chr2L,382001,0.353413
chr2L,383001,0.354910
chr2L,384001,0.357900
chr2L,385001,0.355239
chr2L,386001,0.359066
chr2L,387001,0.357770
chr2L,388001,0.357849
chr2L,389001,0.356354
chr2L,390001,0.359709
chr2L,391001,0.358319
chr2L,392001,0.362917
chr2L,393001,0.363570
chr2L,394001,0.367933
chr2L,395001,0.370221
chr2L,396001,0.374915
chr2L,397001,0.373446
chr2L,398001,0.379170
chr2L,399001,0.380561
chr2L,400001,0.396884
chr2L,401001,0.396917
chr2L,402001,0.400823
chr2L,403001,0.399758
chr2L,404001,0.404847
chr2L,405001,0.402763
chr2L,406001,0.406762
chr2L,407001,0.408079
chr2L,408001,0.417606
chr2L,409001,0.415583
chr2L,410001,0.415515
chr2L,411001,0.415366
chr2L,412001,0.418863
chr2L,413001,0.421018
chr2L,414001,0.422249
chr2L,415001,0.423235
chr2L,416001,0.422606
chr2L,417001,0.426445
chr2L,418001,0.428243
chr2L,419001,0.428256
chr2L,420001,0.441016
chr2L,421001,0.441018
chr2L,422001,0.440445
chr2L,423001,0.440010
chr2L,424001,0.437349
chr2L,425001,0.436212
chr2L,426001,0.435158
chr2L,427001,0.435650
chr2L,428001,0.436430
chr2L,429001,0.439589
chr2L,430001,0.448785
chr2L,431001,0.450120
chr2L,432001,0.446412
chr2L,433001,0.442709
chr2L,434001,0.447885
chr2L,435001,0.448677
chr2L,436001,0.453695
chr2L,437001,0.449817
chr2L,438001,0.459830
chr2L,439001,0.461125
chr2L,440001,0.494119
chr2L,441001,0.498741
chr2L,442001,0.507822
chr2L,443001,0.511693
chr2L,444001,0.521700
chr2L,445001,0.525755
chr2L,446001,0.539916
chr2L,447001,0.551871
chr2L,448001,0.566355
chr2L,449001,0.562574
chr2L,450001,0.599410
chr2L,451001,0.601027
chr2L,452001,0.640816
chr2L,453001,0.638762
chr2L,454001,0.656220
chr2L,455001,0.656130
chr2L,456001,0.672443
chr2L,457001,0.675308
chr2L,458001,0.692680
chr2L,459001,0.700845
chr2L,460001,0.742259
chr2L,461001,0.736245
chr2L,462001,0.740686
chr2L,463001,0.741784
chr2L,464001,0.748101
chr2L,465001,0.751440
chr2L,466001,0.750717
chr2L,467001,0.752288
chr2L,468001,0.753872
chr2L,469001,0.761416
chr2L,470001,0.764207
chr2L,471001,0.777250
chr2L,472001,0.779622
chr2L,473001,0.778707
chr2L,474001,0.780757
chr2L,475001,0.784897
chr2L,476001,0.792114
chr2L,477001,0.786377
chr2L,478001,0.793904
chr2L,479001,0.789513
chr2L,480001,0.800505
chr2L,481001,0.795604
chr2L,482001,0.794372
chr2L,483001,0.797260
chr2L,484001,0.792404
chr2L,485001,0.792805
chr2L,486001,0.794883
chr2L,487001,0.800131
chr2L,488001,0.804671
chr2L,489001,0.819326
chr2L,490001,0.827635
chr2L,491001,0.817032
chr2L,492001,0.808715
chr2L,493001,0.801960
chr2L,494001,0.800126
chr2L,495001,0.795077
chr2L,496001,0.797262
chr2L,497001,0.797871
chr2L,498001,0.799096
chr2L,499001,0.801703
chr2L,500001,0.814843
chr2L,501001,0.810842
chr2L,502001,0.809650
chr2L,503001,0.808031
chr2L,504001,0.809237
chr2L,505001,0.810422
chr2L,506001,0.804009
chr2L,507001,0.808516
chr2L,508001,0.805021
chr2L,509001,0.805338
chr2L,510001,0.806571
chr2L,511001,0.805513
chr2L,512001,0.810165
chr2L,513001,0.805274
chr2L,514001,0.810147
chr2L,515001,0.806736
chr2L,516001,0.808929
chr2L,517001,0.811330
chr2L,518001,0.812096
chr2L,519001,0.812281
chr2L,520001,0.823293
chr2L,521001,0.819754
chr2L,522001,0.823364
chr2L,523001,0.832186
chr2L,524001,0.828161
chr2L,525001,0.818848
chr2L,526001,0.819722
chr2L,527001,0.814883
chr2L,528001,0.814579
chr2L,529001,0.813637
chr2L,530001,0.811511
chr2L,531001,0.804940
chr2L,532001,0.810089
chr2L,533001,0.812099
chr2L,534001,0.813844
chr2L,535001,0.813482
chr2L,536001,0.821805
chr2L,537001,0.825097
chr2L,538001,0.826713
chr2L,539001,0.831332
chr2L,540001,0.848100
chr2L,541001,0.847309
chr2L,542001,0.846167
chr2L,543001,0.838503
chr2L,544001,0.839160
chr2L,545001,0.836986
chr2L,546001,0.831666
chr2L,547001,0.828874
chr2L,548001,0.819516
chr2L,549001,0.817977
chr2L,550001,0.810050
chr2L,551001,0.817473
chr2L,552001,0.825988
chr2L,553001,0.818685
chr2L,554001,0.813070
chr2L,555001,0.809418
chr2L,556001,0.807894
chr2L,557001,0.809296
chr2L,558001,0.814794
chr2L,559001,0.818156
chr2L,560001,0.815099
chr2L,561001,0.805673
chr2L,562001,0.804446
chr2L,563001,0.812597
chr2L,564001,0.804274
chr2L,565001,0.800067
chr2L,566001,0.801166
chr2L,567001,0.800518
chr2L,568001,0.801940
chr2L,569001,0.796968
chr2L,570001,0.795055
chr2L,571001,0.797694
chr2L,572001,0.802482
chr2L,573001,0.807904
chr2L,574001,0.810474
chr2L,575001,0.815123
chr2L,576001,0.811806
chr2L,577001,0.812792
chr2L,578001,0.806801
chr2L,579001,0.805776
chr2L,580001,0.795911
chr2L,581001,0.798187
chr2L,582001,0.792873
chr2L,583001,0.801475
chr2L,584001,0.800549
chr2L,585001,0.792715
chr2L,586001,0.788091
chr2L,587001,0.794090
chr2L,588001,0.800663
chr2L,589001,0.786279
chr2L,590001,0.784946
chr2L,591001,0.783315
chr2L,592001,0.789800
chr2L,593001,0.790649
chr2L,594001,0.792731
chr2L,595001,0.787436
chr2L,596001,0.784545
chr2L,597001,0.782836
chr2L,598001,0.785186
chr2L,599001,0.787035
chr2L,600001,0.786976
chr2L,601001,0.791620
chr2L,602001,0.804370
chr2L,603001,0.809306
chr2L,604001,0.799350
chr2L,605001,0.785376
chr2L,606001,0.782634
chr2L,607001,0.778474
chr2L,608001,0.776025
chr2L,609001,0.777769
chr2L,610001,0.778935
chr2L,611001,0.782223
chr2L,612001,0.784205
chr2L,613001,0.786998
chr2L,614001,0.788421
chr2L,615001,0.790554
chr2L,616001,0.786718
chr2L,617001,0.782180
chr2L,618001,0.781589
chr2L,619001,0.782471
chr2L,620001,0.792340
chr2L,621001,0.791177
chr2L,622001,0.787608
chr2L,623001,0.790401
chr2L,624001,0.792330
chr2L,625001,0.794692
chr2L,626001,0.791974
chr2L,627001,0.790426
chr2L,628001,0.790079
chr2L,629001,0.783936
chr2L,630001,0.779944
chr2L,631001,0.776716
chr2L,632001,0.779848
chr2L,633001,0.776796
chr2L,634001,0.782925
chr2L,635001,0.776409
chr2L,636001,0.776716
chr2L,637001,0.779615
chr2L,638001,0.780518
chr2L,639001,0.787211
chr2L,640001,0.799992
chr2L,641001,0.789192
chr2L,642001,0.785569
chr2L,643001,0.784282
chr2L,644001,0.782994
chr2L,645001,0.780032
chr2L,646001,0.775094
chr2L,647001,0.773860
chr2L,648001,0.776142
chr2L,649001,0.774790
chr2L,650001,0.763127
chr2L,651001,0.762967
chr2L,652001,0.762128
chr2L,653001,0.762815
chr2L,654001,0.758393
chr2L,655001,0.761601
chr2L,656001,0.757315
chr2L,657001,0.759072
chr2L,658001,0.754166
chr2L,659001,0.750906
chr2L,660001,0.750929
chr2L,661001,0.751029
chr2L,662001,0.752603
chr2L,663001,0.747529
chr2L,664001,0.745769
chr2L,665001,0.744839
chr2L,666001,0.743611
chr2L,667001,0.742532
chr2L,668001,0.747393
chr2L,669001,0.746309
chr2L,670001,0.748906
chr2L,671001,0.747944
chr2L,672001,0.750070
chr2L,673001,0.751472
chr2L,674001,0.754423
chr2L,675001,0.753595
chr2L,676001,0.759228
chr2L,677001,0.761720
chr2L,678001,0.765926
chr2L,679001,0.761168
chr2L,680001,0.767658
chr2L,681001,0.769289
chr2L,682001,0.770536
chr2L,683001,0.775806
chr2L,684001,0.782665
chr2L,685001,0.782365
chr2L,686001,0.795717
chr2L,687001,0.818941
chr2L,688001,0.830405
chr2L,689001,0.836665
chr2L,690001,0.839894
chr2L,691001,0.840809
chr2L,692001,0.839925
chr2L,693001,0.836038
chr2L,694001,0.829536
chr2L,695001,0.817457
chr2L,696001,0.793195
chr2L,697001,0.784761
chr2L,698001,0.773669
chr2L,699001,0.771249
chr2L,700001,0.772342
chr2L,701001,0.768243
chr2L,702001,0.764856
chr2L,703001,0.761627
chr2L,704001,0.758304
chr2L,705001,0.759843
chr2L,706001,0.765114
chr2L,707001,0.766267
chr2L,708001,0.758981
chr2L,709001,0.759145
chr2L,710001,0.762280
chr2L,711001,0.767263
chr2L,712001,0.769041
chr2L,713001,0.770705
chr2L,714001,0.781713
chr2L,715001,0.774877
chr2L,716001,0.769934
chr2L,717001,0.768845
chr2L,718001,0.769141
chr2L,719001,0.767015
chr2L,720001,0.767223
chr2L,721001,0.769338
chr2L,722001,0.769866
chr2L,723001,0.768758
chr2L,724001,0.769290
chr2L,725001,0.767058
chr2L,726001,0.769051
chr2L,727001,0.770132
chr2L,728001,0.775773
chr2L,729001,0.774553
chr2L,730001,0.775472
chr2L,731001,0.770580
chr2L,732001,0.772776
chr2L,733001,0.772338
chr2L,734001,0.775649
chr2L,735001,0.779702
chr2L,736001,0.788227
chr2L,737001,0.805748
chr2L,738001,0.804267
chr2L,739001,0.805394
chr2L,740001,0.815077
chr2L,741001,0.817991
chr2L,742001,0.811217
chr2L,743001,0.817201
chr2L,744001,0.817080
chr2L,745001,0.813979
chr2L,746001,0.814350
chr2L,747001,0.810097
chr2L,748001,0.816393
chr2L,749001,0.821718
chr2L,750001,0.838058
chr2L,751001,0.837609
chr2L,752001,0.847858
chr2L,753001,0.849478
chr2L,754001,0.851886
chr2L,755001,0.861443
chr2L,756001,0.866373
chr2L,757001,0.862405
chr2L,758001,0.857811
chr2L,759001,0.863251
chr2L,760001,0.870254
chr2L,761001,0.882373
chr2L,762001,0.874643
chr2L,763001,0.864134
chr2L,764001,0.863142
chr2L,765001,0.861837
chr2L,766001,0.863982
chr2L,767001,0.865813
chr2L,768001,0.866144
chr2L,769001,0.869581
chr2L,770001,0.881437
chr2L,771001,0.887763
chr2L,772001,0.873071
chr2L,773001,0.873613
chr2L,774001,0.868541
chr2L,775001,0.862788
chr2L,776001,0.869659
chr2L,777001,0.862175
chr2L,778001,0.865126
chr2L,779001,0.871752
chr2L,780001,0.878781
chr2L,781001,0.881303
chr2L,782001,0.882379
chr2L,783001,0.889488
chr2L,784001,0.881558
chr2L,785001,0.873740
chr2L,786001,0.874044
chr2L,787001,0.870400
chr2L,788001,0.871917
chr2L,789001,0.865741
chr2L,790001,0.867170
chr2L,791001,0.868901
chr2L,792001,0.865119
chr2L,793001,0.862731
chr2L,794001,0.862652
chr2L,795001,0.866773
chr2L,796001,0.862817
chr2L,797001,0.866262
chr2L,798001,0.868394
chr2L,799001,0.871364
chr2L,800001,0.870644
chr2L,801001,0.868203
chr2L,802001,0.868076
chr2L,803001,0.863043
chr2L,804001,0.865367
chr2L,805001,0.866755
chr2L,806001,0.866759
chr2L,807001,0.866367
chr2L,808001,0.871267
chr2L,809001,0.867086
chr2L,810001,0.871830
chr2L,811001,0.873687
chr2L,812001,0.871671
chr2L,813001,0.872413
chr2L,814001,0.872322
chr2L,815001,0.874799
chr2L,816001,0.876113
chr2L,817001,0.879193
chr2L,818001,0.885161
chr2L,819001,0.886092
chr2L,820001,0.886589
chr2L,821001,0.896520
chr2L,822001,0.896356
chr2L,823001,0.888933
chr2L,824001,0.887024
chr2L,825001,0.882830
chr2L,826001,0.882789
chr2L,827001,0.870468
chr2L,828001,0.869864
chr2L,829001,0.873700
chr2L,830001,0.876163
chr2L,831001,0.885764
chr2L,832001,0.898068
chr2L,833001,0.898647
chr2L,834001,0.891621
chr2L,835001,0.881793
chr2L,836001,0.878220
chr2L,837001,0.871856
chr2L,838001,0.871637
chr2L,839001,0.870799
chr2L,840001,0.873623
chr2L,841001,0.877838
chr2L,842001,0.884499
chr2L,843001,0.883221
chr2L,844001,0.877271
chr2L,845001,0.878345
chr2L,846001,0.878008
chr2L,847001,0.882308
chr2L,848001,0.875811
chr2L,849001,0.890651
chr2L,850001,0.905954
chr2L,851001,0.902198
chr2L,852001,0.899900
chr2L,853001,0.896529
chr2L,854001,0.901986
chr2L,855001,0.905278
chr2L,856001,0.903464
chr2L,857001,0.894501
chr2L,858001,0.891716
chr2L,859001,0.892381
chr2L,860001,0.899858
chr2L,861001,0.900644
chr2L,862001,0.898475
chr2L,863001,0.893417
chr2L,864001,0.896044
chr2L,865001,0.893711
chr2L,866001,0.894023
chr2L,867001,0.894803
chr2L,868001,0.904324
chr2L,869001,0.901448
chr2L,870001,0.910174
chr2L,871001,0.905917
chr2L,872001,0.896163
chr2L,873001,0.897416
chr2L,874001,0.899756
chr2L,875001,0.893165
chr2L,876001,0.894844
chr2L,877001,0.897057
chr2L,878001,0.891980
chr2L,879001,0.888466
chr2L,880001,0.888382
chr2L,881001,0.889850
chr2L,882001,0.889771
chr2L,883001,0.891077
chr2L,884001,0.892472
chr2L,885001,0.889160
chr2L,886001,0.880150
chr2L,887001,0.879587
chr2L,888001,0.879996
chr2L,889001,0.881545
chr2L,890001,0.885408
chr2L,891001,0.882636
chr2L,892001,0.884558
chr2L,893001,0.881436
chr2L,894001,0.881302
chr2L,895001,0.882715
chr2L,896001,0.882115
chr2L,897001,0.882513
chr2L,898001,0.892567
chr2L,899001,0.891760
chr2L,900001,0.892564
chr2L,901001,0.891636
chr2L,902001,0.886074
chr2L,903001,0.888838
chr2L,904001,0.889203
chr2L,905001,0.887778
chr2L,906001,0.886446
chr2L,907001,0.886818
chr2L,908001,0.887911
chr2L,909001,0.888490
chr2L,910001,0.887244
chr2L,911001,0.887742
chr2L,912001,0.889309
chr2L,913001,0.888014
chr2L,914001,0.898849
chr2L,915001,0.899597
chr2L,916001,0.898422
chr2L,917001,0.898368
chr2L,918001,0.892388
chr2L,919001,0.891488
chr2L,920001,0.895516
chr2L,921001,0.904650
chr2L,922001,0.914239
chr2L,923001,0.908488
chr2L,924001,0.901973
chr2L,925001,0.899791
chr2L,926001,0.895585
chr2L,927001,0.900655
chr2L,928001,0.894370
chr2L,929001,0.894905
chr2L,930001,0.900041
chr2L,931001,0.897333
chr2L,932001,0.893376
chr2L,933001,0.894085
chr2L,934001,0.893351
chr2L,935001,0.894734
chr2L,936001,0.897588
chr2L,937001,0.894959
chr2L,938001,0.894247
chr2L,939001,0.893261
chr2L,940001,0.899339
chr2L,941001,0.894775
chr2L,942001,0.896656
chr2L,943001,0.893107
chr2L,944001,0.895070
chr2L,945001,0.894258
chr2L,946001,0.895480
chr2L,947001,0.893445
chr2L,948001,0.894379
chr2L,949001,0.898523
chr2L,950001,0.902545
chr2L,951001,0.909620
chr2L,952001,0.909665
chr2L,953001,0.908006
chr2L,954001,0.901285
chr2L,955001,0.909283
chr2L,956001,0.913666
chr2L,957001,0.920215
chr2L,958001,0.907883
chr2L,959001,0.904993
chr2L,960001,0.905259
chr2L,961001,0.909067
chr2L,962001,0.910931
chr2L,963001,0.908964
chr2L,964001,0.908908
chr2L,965001,0.909250
chr2L,966001,0.908251
chr2L,967001,0.907227
chr2L,968001,0.909375
chr2L,969001,0.907655
chr2L,970001,0.911800
chr2L,971001,0.917930
chr2L,972001,0.917257
chr2L,973001,0.919509
chr2L,974001,0.925605
chr2L,975001,0.934372
chr2L,976001,0.940819
chr2L,977001,0.955264
chr2L,978001,0.959794
chr2L,979001,0.961614
chr2L,980001,0.962835
chr2L,981001,0.962117
chr2L,982001,0.960134
chr2L,983001,0.955449
chr2L,984001,0.939759
chr2L,985001,0.925092
chr2L,986001,0.919341
chr2L,987001,0.920155
chr2L,988001,0.913196
chr2L,989001,0.912774
chr2L,990001,0.916612
chr2L,991001,0.915719
chr2L,992001,0.915970
chr2L,993001,0.914062
chr2L,994001,0.919631
chr2L,995001,0.928386
chr2L,996001,0.936619
chr2L,997001,0.955261
chr2L,998001,0.961317
chr2L,999001,0.963791
chr2L,1000001,0.965820
chr2L,1001001,0.965945
chr2L,1002001,0.966300
chr2L,1003001,0.964983
chr2L,1004001,0.963310
chr2L,1005001,0.956422
