# Bvalcalc v1.4.4
# --genome --params /users/a/d/adaigle/Bvalcalc/bvalcalc_revision_work/params/drosophila_v144/DroMel_Cds_paper_v144.py --bedgff /nas/longleaf/home/adaigle/johri/projects/Bmaps/bedgffs/DroMel_cds.bed --chr_sizes /users/a/d/adaigle/Bvalcalc/bvalcalc_revision_work/data/drosophila_v144/dm6_autosomes_2_3_sizes.csv --rec_map /users/a/d/adaigle/Bvalcalc/bvalcalc_revision_work/data/drosophila_v144/comeron_dm6_filled_clean.csv --gamma_dfe --pop_change --out /users/a/d/adaigle/Bvalcalc/bvalcalc_revision_work/results/drosophila_v144_paper_rerun/run_64623982/maps/coding_B_v144.csv --out_binsize 1000
# Format: Chromosome,Start,B
chr2L,61001,0.130880
chr2L,62001,0.130880
chr2L,63001,0.130880
chr2L,64001,0.130880
chr2L,65001,0.130880
chr2L,66001,0.130880
chr2L,67001,0.130429
chr2L,68001,0.128370
chr2L,69001,0.128279
chr2L,70001,0.128831
chr2L,71001,0.130815
chr2L,72001,0.130409
chr2L,73001,0.130665
chr2L,74001,0.130621
chr2L,75001,0.129338
chr2L,76001,0.129467
chr2L,77001,0.129675
chr2L,78001,0.130878
chr2L,79001,0.130880
chr2L,80001,0.130888
chr2L,81001,0.130888
chr2L,82001,0.130867
chr2L,83001,0.129585
chr2L,84001,0.130310
chr2L,85001,0.130888
chr2L,86001,0.130864
chr2L,87001,0.130843
chr2L,88001,0.130888
chr2L,89001,0.130888
chr2L,90001,0.130888
chr2L,91001,0.130888
chr2L,92001,0.130888
chr2L,93001,0.130888
chr2L,94001,0.130793
chr2L,95001,0.128695
chr2L,96001,0.128277
chr2L,97001,0.128293
chr2L,98001,0.129116
chr2L,99001,0.129078
chr2L,100001,0.129666
chr2L,101001,0.130157
chr2L,102001,0.130163
chr2L,103001,0.129976
chr2L,104001,0.130136
chr2L,105001,0.129694
chr2L,106001,0.129893
chr2L,107001,0.130873
chr2L,108001,0.130758
chr2L,109001,0.130832
chr2L,110001,0.130627
chr2L,111001,0.130707
chr2L,112001,0.130309
chr2L,113001,0.130168
chr2L,114001,0.130876
chr2L,115001,0.130511
chr2L,116001,0.130664
chr2L,117001,0.130060
chr2L,118001,0.129748
chr2L,119001,0.130267
chr2L,120001,0.130808
chr2L,121001,0.130893
chr2L,122001,0.130844
chr2L,123001,0.129882
chr2L,124001,0.129506
chr2L,125001,0.130594
chr2L,126001,0.130791
chr2L,127001,0.130893
chr2L,128001,0.130739
chr2L,129001,0.130837
chr2L,130001,0.130854
chr2L,131001,0.130893
chr2L,132001,0.129831
chr2L,133001,0.129551
chr2L,134001,0.130882
chr2L,135001,0.130893
chr2L,136001,0.130893
chr2L,137001,0.130893
chr2L,138001,0.130450
chr2L,139001,0.129965
chr2L,140001,0.129567
chr2L,141001,0.129704
chr2L,142001,0.130061
chr2L,143001,0.129949
chr2L,144001,0.129215
chr2L,145001,0.129043
chr2L,146001,0.130751
chr2L,147001,0.130373
chr2L,148001,0.129886
chr2L,149001,0.130589
chr2L,150001,0.130744
chr2L,151001,0.128781
chr2L,152001,0.128641
chr2L,153001,0.129602
chr2L,154001,0.129035
chr2L,155001,0.130155
chr2L,156001,0.130124
chr2L,157001,0.129833
chr2L,158001,0.130251
chr2L,159001,0.130898
chr2L,160001,0.130905
chr2L,161001,0.130905
chr2L,162001,0.130764
chr2L,163001,0.130843
chr2L,164001,0.130905
chr2L,165001,0.130905
chr2L,166001,0.130905
chr2L,167001,0.130905
chr2L,168001,0.130905
chr2L,169001,0.130905
chr2L,170001,0.130905
chr2L,171001,0.130905
chr2L,172001,0.130905
chr2L,173001,0.130905
chr2L,174001,0.130905
chr2L,175001,0.130893
chr2L,176001,0.130905
chr2L,177001,0.130905
chr2L,178001,0.130905
chr2L,179001,0.130905
chr2L,180001,0.130462
chr2L,181001,0.130462
chr2L,182001,0.130444
chr2L,183001,0.129842
chr2L,184001,0.128597
chr2L,185001,0.128684
chr2L,186001,0.128909
chr2L,187001,0.124318
chr2L,188001,0.121864
chr2L,189001,0.121867
chr2L,190001,0.121869
chr2L,191001,0.121870
chr2L,192001,0.121871
chr2L,193001,0.121871
chr2L,194001,0.121871
chr2L,195001,0.121870
chr2L,196001,0.121869
chr2L,197001,0.121867
chr2L,198001,0.121864
chr2L,199001,0.123851
chr2L,200001,0.129977
chr2L,201001,0.130439
chr2L,202001,0.130915
chr2L,203001,0.130738
chr2L,204001,0.129811
chr2L,205001,0.129755
chr2L,206001,0.130793
chr2L,207001,0.130229
chr2L,208001,0.129254
chr2L,209001,0.129380
chr2L,210001,0.130838
chr2L,211001,0.130796
chr2L,212001,0.128427
chr2L,213001,0.128127
chr2L,214001,0.128139
chr2L,215001,0.129459
chr2L,216001,0.129185
chr2L,217001,0.128451
chr2L,218001,0.128636
chr2L,219001,0.130746
chr2L,220001,0.130773
chr2L,221001,0.130627
chr2L,222001,0.130772
chr2L,223001,0.130773
chr2L,224001,0.130773
chr2L,225001,0.130726
chr2L,226001,0.130265
chr2L,227001,0.129680
chr2L,228001,0.130202
chr2L,229001,0.130517
chr2L,230001,0.130425
chr2L,231001,0.130588
chr2L,232001,0.129946
chr2L,233001,0.129121
chr2L,234001,0.125401
chr2L,235001,0.124822
chr2L,236001,0.124663
chr2L,237001,0.124576
chr2L,238001,0.124563
chr2L,239001,0.124622
chr2L,240001,0.170558
chr2L,241001,0.174649
chr2L,242001,0.184279
chr2L,243001,0.191227
chr2L,244001,0.195363
chr2L,245001,0.199197
chr2L,246001,0.202750
chr2L,247001,0.206037
chr2L,248001,0.209074
chr2L,249001,0.211871
chr2L,250001,0.214410
chr2L,251001,0.215533
chr2L,252001,0.217986
chr2L,253001,0.219638
chr2L,254001,0.223253
chr2L,255001,0.226596
chr2L,256001,0.228922
chr2L,257001,0.231089
chr2L,258001,0.233104
chr2L,259001,0.234971
chr2L,260001,0.343311
chr2L,261001,0.345041
chr2L,262001,0.346149
chr2L,263001,0.344450
chr2L,264001,0.340142
chr2L,265001,0.340642
chr2L,266001,0.343346
chr2L,267001,0.349746
chr2L,268001,0.350406
chr2L,269001,0.347259
chr2L,270001,0.346337
chr2L,271001,0.349556
chr2L,272001,0.347841
chr2L,273001,0.349107
chr2L,274001,0.350726
chr2L,275001,0.350443
chr2L,276001,0.352691
chr2L,277001,0.356420
chr2L,278001,0.356159
chr2L,279001,0.356197
chr2L,280001,0.433492
chr2L,281001,0.437536
chr2L,282001,0.440213
chr2L,283001,0.443818
chr2L,284001,0.445724
chr2L,285001,0.448113
chr2L,286001,0.449979
chr2L,287001,0.447720
chr2L,288001,0.447727
chr2L,289001,0.455435
chr2L,290001,0.457238
chr2L,291001,0.459057
chr2L,292001,0.459169
chr2L,293001,0.458954
chr2L,294001,0.460379
chr2L,295001,0.460653
chr2L,296001,0.460742
chr2L,297001,0.467864
chr2L,298001,0.469877
chr2L,299001,0.467636
chr2L,300001,0.523787
chr2L,301001,0.525765
chr2L,302001,0.524678
chr2L,303001,0.530452
chr2L,304001,0.532542
chr2L,305001,0.534308
chr2L,306001,0.535793
chr2L,307001,0.537017
chr2L,308001,0.537996
chr2L,309001,0.538736
chr2L,310001,0.539244
chr2L,311001,0.539518
chr2L,312001,0.539556
chr2L,313001,0.539349
chr2L,314001,0.538884
chr2L,315001,0.538141
chr2L,316001,0.537092
chr2L,317001,0.535588
chr2L,318001,0.530054
chr2L,319001,0.531223
chr2L,320001,0.559894
chr2L,321001,0.561263
chr2L,322001,0.557496
chr2L,323001,0.562185
chr2L,324001,0.562562
chr2L,325001,0.560638
chr2L,326001,0.560341
chr2L,327001,0.554771
chr2L,328001,0.549150
chr2L,329001,0.550500
chr2L,330001,0.549907
chr2L,331001,0.551265
chr2L,332001,0.560821
chr2L,333001,0.565358
chr2L,334001,0.566836
chr2L,335001,0.568109
chr2L,336001,0.568539
chr2L,337001,0.571001
chr2L,338001,0.573032
chr2L,339001,0.573788
chr2L,340001,0.600434
chr2L,341001,0.601484
chr2L,342001,0.599168
chr2L,343001,0.596371
chr2L,344001,0.598376
chr2L,345001,0.603853
chr2L,346001,0.608641
chr2L,347001,0.611026
chr2L,348001,0.613052
chr2L,349001,0.614761
chr2L,350001,0.616177
chr2L,351001,0.617318
chr2L,352001,0.618192
chr2L,353001,0.618797
chr2L,354001,0.619123
chr2L,355001,0.618346
chr2L,356001,0.613777
chr2L,357001,0.617937
chr2L,358001,0.622605
chr2L,359001,0.624426
chr2L,360001,0.648651
chr2L,361001,0.649760
chr2L,362001,0.650681
chr2L,363001,0.651434
chr2L,364001,0.652032
chr2L,365001,0.652489
chr2L,366001,0.652813
chr2L,367001,0.653010
chr2L,368001,0.653087
chr2L,369001,0.653046
chr2L,370001,0.652890
chr2L,371001,0.652620
chr2L,372001,0.652235
chr2L,373001,0.651736
chr2L,374001,0.651119
chr2L,375001,0.650382
chr2L,376001,0.649519
chr2L,377001,0.648524
chr2L,378001,0.647389
chr2L,379001,0.646105
chr2L,380001,0.664279
chr2L,381001,0.662444
chr2L,382001,0.660405
chr2L,383001,0.658134
chr2L,384001,0.653599
chr2L,385001,0.652951
chr2L,386001,0.647343
chr2L,387001,0.647678
chr2L,388001,0.648545
chr2L,389001,0.647054
chr2L,390001,0.645223
chr2L,391001,0.643049
chr2L,392001,0.640521
chr2L,393001,0.637612
chr2L,394001,0.634287
chr2L,395001,0.630492
chr2L,396001,0.622448
chr2L,397001,0.611631
chr2L,398001,0.609739
chr2L,399001,0.614950
chr2L,400001,0.625382
chr2L,401001,0.624701
chr2L,402001,0.627907
chr2L,403001,0.625932
chr2L,404001,0.618003
chr2L,405001,0.611500
chr2L,406001,0.609146
chr2L,407001,0.610047
chr2L,408001,0.618291
chr2L,409001,0.615647
chr2L,410001,0.610961
chr2L,411001,0.612042
chr2L,412001,0.616717
chr2L,413001,0.621112
chr2L,414001,0.622331
chr2L,415001,0.617729
chr2L,416001,0.614669
chr2L,417001,0.619248
chr2L,418001,0.621954
chr2L,419001,0.622568
chr2L,420001,0.643278
chr2L,421001,0.644800
chr2L,422001,0.648795
chr2L,423001,0.650183
chr2L,424001,0.650330
chr2L,425001,0.660072
chr2L,426001,0.666111
chr2L,427001,0.670147
chr2L,428001,0.673761
chr2L,429001,0.677009
chr2L,430001,0.679936
chr2L,431001,0.682578
chr2L,432001,0.684962
chr2L,433001,0.687110
chr2L,434001,0.689040
chr2L,435001,0.690763
chr2L,436001,0.692290
chr2L,437001,0.693623
chr2L,438001,0.693567
chr2L,439001,0.696226
chr2L,440001,0.734933
chr2L,441001,0.738175
chr2L,442001,0.737689
chr2L,443001,0.725620
chr2L,444001,0.721840
chr2L,445001,0.723000
chr2L,446001,0.728251
chr2L,447001,0.742026
chr2L,448001,0.747840
chr2L,449001,0.742973
chr2L,450001,0.746600
chr2L,451001,0.756712
chr2L,452001,0.758590
chr2L,453001,0.751778
chr2L,454001,0.756686
chr2L,455001,0.760518
chr2L,456001,0.754871
chr2L,457001,0.753105
chr2L,458001,0.760503
chr2L,459001,0.767685
chr2L,460001,0.806002
chr2L,461001,0.799839
chr2L,462001,0.801256
chr2L,463001,0.805647
chr2L,464001,0.814709
chr2L,465001,0.834434
chr2L,466001,0.842941
chr2L,467001,0.847935
chr2L,468001,0.851259
chr2L,469001,0.853328
chr2L,470001,0.854223
chr2L,471001,0.853721
chr2L,472001,0.850854
chr2L,473001,0.839322
chr2L,474001,0.838031
chr2L,475001,0.841737
chr2L,476001,0.849760
chr2L,477001,0.843855
chr2L,478001,0.856205
chr2L,479001,0.864279
chr2L,480001,0.896471
chr2L,481001,0.899665
chr2L,482001,0.902081
chr2L,483001,0.904005
chr2L,484001,0.905589
chr2L,485001,0.906922
chr2L,486001,0.908058
chr2L,487001,0.909034
chr2L,488001,0.909872
chr2L,489001,0.910577
chr2L,490001,0.911119
chr2L,491001,0.911380
chr2L,492001,0.912368
chr2L,493001,0.912989
chr2L,494001,0.913506
chr2L,495001,0.913952
chr2L,496001,0.914343
chr2L,497001,0.914686
chr2L,498001,0.914987
chr2L,499001,0.915251
chr2L,500001,0.930050
chr2L,501001,0.930120
chr2L,502001,0.930156
chr2L,503001,0.930159
chr2L,504001,0.930131
chr2L,505001,0.930071
chr2L,506001,0.929980
chr2L,507001,0.929857
chr2L,508001,0.929703
chr2L,509001,0.929516
chr2L,510001,0.929296
chr2L,511001,0.929042
chr2L,512001,0.928751
chr2L,513001,0.928423
chr2L,514001,0.928055
chr2L,515001,0.927644
chr2L,516001,0.927187
chr2L,517001,0.926679
chr2L,518001,0.926115
chr2L,519001,0.925488
chr2L,520001,0.933539
chr2L,521001,0.932679
chr2L,522001,0.931708
chr2L,523001,0.930536
chr2L,524001,0.929282
chr2L,525001,0.927881
chr2L,526001,0.927094
chr2L,527001,0.925808
chr2L,528001,0.924262
chr2L,529001,0.922445
chr2L,530001,0.920308
chr2L,531001,0.917759
chr2L,532001,0.914650
chr2L,533001,0.910718
chr2L,534001,0.905452
chr2L,535001,0.897042
chr2L,536001,0.879752
chr2L,537001,0.875018
chr2L,538001,0.868920
chr2L,539001,0.871294
chr2L,540001,0.884996
chr2L,541001,0.883034
chr2L,542001,0.880443
chr2L,543001,0.872814
chr2L,544001,0.872774
chr2L,545001,0.871756
chr2L,546001,0.867712
chr2L,547001,0.870394
chr2L,548001,0.875622
chr2L,549001,0.878111
chr2L,550001,0.877930
chr2L,551001,0.868686
chr2L,552001,0.872704
chr2L,553001,0.867122
chr2L,554001,0.851425
chr2L,555001,0.843916
chr2L,556001,0.840060
chr2L,557001,0.840666
chr2L,558001,0.845697
chr2L,559001,0.848789
chr2L,560001,0.844401
chr2L,561001,0.834564
chr2L,562001,0.833484
chr2L,563001,0.842722
chr2L,564001,0.834788
chr2L,565001,0.830160
chr2L,566001,0.833288
chr2L,567001,0.832874
chr2L,568001,0.837257
chr2L,569001,0.830858
chr2L,570001,0.830549
chr2L,571001,0.833546
chr2L,572001,0.842711
chr2L,573001,0.849532
chr2L,574001,0.858919
chr2L,575001,0.864925
chr2L,576001,0.870065
chr2L,577001,0.878399
chr2L,578001,0.874495
chr2L,579001,0.885100
chr2L,580001,0.895761
chr2L,581001,0.900479
chr2L,582001,0.903770
chr2L,583001,0.905752
chr2L,584001,0.905595
chr2L,585001,0.910485
chr2L,586001,0.912602
chr2L,587001,0.913682
chr2L,588001,0.915036
chr2L,589001,0.915829
chr2L,590001,0.915823
chr2L,591001,0.914733
chr2L,592001,0.909863
chr2L,593001,0.908069
chr2L,594001,0.910324
chr2L,595001,0.918292
chr2L,596001,0.921086
chr2L,597001,0.922964
chr2L,598001,0.924267
chr2L,599001,0.925130
chr2L,600001,0.927406
chr2L,601001,0.927316
chr2L,602001,0.925527
chr2L,603001,0.924398
chr2L,604001,0.928572
chr2L,605001,0.929850
chr2L,606001,0.930653
chr2L,607001,0.931161
chr2L,608001,0.931453
chr2L,609001,0.931565
chr2L,610001,0.931513
chr2L,611001,0.931303
chr2L,612001,0.930928
chr2L,613001,0.930374
chr2L,614001,0.929614
chr2L,615001,0.928608
chr2L,616001,0.927288
chr2L,617001,0.925545
chr2L,618001,0.923180
chr2L,619001,0.919767
chr2L,620001,0.911340
chr2L,621001,0.913129
chr2L,622001,0.914354
chr2L,623001,0.911054
chr2L,624001,0.901215
chr2L,625001,0.889588
chr2L,626001,0.884095
chr2L,627001,0.886698
chr2L,628001,0.902924
chr2L,629001,0.911513
chr2L,630001,0.915113
chr2L,631001,0.917225
chr2L,632001,0.918340
chr2L,633001,0.918684
chr2L,634001,0.918356
chr2L,635001,0.917364
chr2L,636001,0.915642
chr2L,637001,0.913030
chr2L,638001,0.909213
chr2L,639001,0.903561
chr2L,640001,0.895021
chr2L,641001,0.874862
chr2L,642001,0.867951
chr2L,643001,0.866226
chr2L,644001,0.869516
chr2L,645001,0.877045
chr2L,646001,0.889968
chr2L,647001,0.890813
chr2L,648001,0.883398
chr2L,649001,0.883661
chr2L,650001,0.894386
chr2L,651001,0.901117
chr2L,652001,0.900269
chr2L,653001,0.900252
chr2L,654001,0.899714
chr2L,655001,0.900069
chr2L,656001,0.905548
chr2L,657001,0.909676
chr2L,658001,0.919361
chr2L,659001,0.923775
chr2L,660001,0.928464
chr2L,661001,0.930785
chr2L,662001,0.932742
chr2L,663001,0.934422
chr2L,664001,0.935885
chr2L,665001,0.937172
chr2L,666001,0.938314
chr2L,667001,0.939335
chr2L,668001,0.940252
chr2L,669001,0.941079
chr2L,670001,0.941827
chr2L,671001,0.942506
chr2L,672001,0.943122
chr2L,673001,0.943683
chr2L,674001,0.944192
chr2L,675001,0.944655
chr2L,676001,0.945075
chr2L,677001,0.945454
chr2L,678001,0.945795
chr2L,679001,0.946099
chr2L,680001,0.947632
chr2L,681001,0.947835
chr2L,682001,0.948004
chr2L,683001,0.948140
chr2L,684001,0.948244
chr2L,685001,0.948313
chr2L,686001,0.948349
chr2L,687001,0.948350
chr2L,688001,0.948314
chr2L,689001,0.948240
chr2L,690001,0.948123
chr2L,691001,0.947962
chr2L,692001,0.947751
chr2L,693001,0.947485
chr2L,694001,0.947155
chr2L,695001,0.946753
chr2L,696001,0.946264
chr2L,697001,0.945672
chr2L,698001,0.944954
chr2L,699001,0.944076
chr2L,700001,0.943911
chr2L,701001,0.942500
chr2L,702001,0.940697
chr2L,703001,0.938311
chr2L,704001,0.934978
chr2L,705001,0.927588
chr2L,706001,0.913368
chr2L,707001,0.916655
chr2L,708001,0.931255
chr2L,709001,0.935378
chr2L,710001,0.937929
chr2L,711001,0.939682
chr2L,712001,0.940917
chr2L,713001,0.941785
chr2L,714001,0.942376
chr2L,715001,0.942744
chr2L,716001,0.942924
chr2L,717001,0.942933
chr2L,718001,0.942780
chr2L,719001,0.942465
chr2L,720001,0.943441
chr2L,721001,0.942651
chr2L,722001,0.941636
chr2L,723001,0.940346
chr2L,724001,0.938695
chr2L,725001,0.936546
chr2L,726001,0.933655
chr2L,727001,0.929543
chr2L,728001,0.917141
chr2L,729001,0.907936
chr2L,730001,0.916722
chr2L,731001,0.927421
chr2L,732001,0.930204
chr2L,733001,0.931649
chr2L,734001,0.932140
chr2L,735001,0.931787
chr2L,736001,0.930493
chr2L,737001,0.927631
chr2L,738001,0.919899
chr2L,739001,0.918967
chr2L,740001,0.924445
chr2L,741001,0.934179
chr2L,742001,0.938750
chr2L,743001,0.941160
chr2L,744001,0.942608
chr2L,745001,0.943427
chr2L,746001,0.943768
chr2L,747001,0.943696
chr2L,748001,0.943217
chr2L,749001,0.942284
chr2L,750001,0.940772
chr2L,751001,0.938408
chr2L,752001,0.934264
chr2L,753001,0.924503
chr2L,754001,0.926301
chr2L,755001,0.922137
chr2L,756001,0.919660
chr2L,757001,0.919295
chr2L,758001,0.921967
chr2L,759001,0.915190
chr2L,760001,0.919202
chr2L,761001,0.935653
chr2L,762001,0.941930
chr2L,763001,0.945319
chr2L,764001,0.947490
chr2L,765001,0.948933
chr2L,766001,0.949878
chr2L,767001,0.950444
chr2L,768001,0.950692
chr2L,769001,0.950639
chr2L,770001,0.950265
chr2L,771001,0.949488
chr2L,772001,0.948068
chr2L,773001,0.943278
chr2L,774001,0.944929
chr2L,775001,0.944505
chr2L,776001,0.939907
chr2L,777001,0.941151
chr2L,778001,0.939191
chr2L,779001,0.932898
chr2L,780001,0.934810
chr2L,781001,0.922904
chr2L,782001,0.920987
chr2L,783001,0.926407
chr2L,784001,0.915720
chr2L,785001,0.907473
chr2L,786001,0.909777
chr2L,787001,0.909566
chr2L,788001,0.920977
chr2L,789001,0.934446
chr2L,790001,0.938262
chr2L,791001,0.943169
chr2L,792001,0.945961
chr2L,793001,0.947842
chr2L,794001,0.949161
chr2L,795001,0.950083
chr2L,796001,0.950700
chr2L,797001,0.951066
chr2L,798001,0.951214
chr2L,799001,0.951162
chr2L,800001,0.952321
chr2L,801001,0.951810
chr2L,802001,0.951087
chr2L,803001,0.950126
chr2L,804001,0.948883
chr2L,805001,0.947294
chr2L,806001,0.945254
chr2L,807001,0.942590
chr2L,808001,0.938988
chr2L,809001,0.933786
chr2L,810001,0.923575
chr2L,811001,0.910656
chr2L,812001,0.901410
chr2L,813001,0.899438
chr2L,814001,0.896152
chr2L,815001,0.897929
chr2L,816001,0.897218
chr2L,817001,0.900298
chr2L,818001,0.906342
chr2L,819001,0.909193
chr2L,820001,0.908175
chr2L,821001,0.917915
chr2L,822001,0.918575
chr2L,823001,0.912864
chr2L,824001,0.913334
chr2L,825001,0.913761
chr2L,826001,0.927881
chr2L,827001,0.931600
chr2L,828001,0.931951
chr2L,829001,0.925755
chr2L,830001,0.923143
chr2L,831001,0.921882
chr2L,832001,0.932372
chr2L,833001,0.934759
chr2L,834001,0.932115
chr2L,835001,0.924126
chr2L,836001,0.925029
chr2L,837001,0.932201
chr2L,838001,0.941964
chr2L,839001,0.945630
chr2L,840001,0.949452
chr2L,841001,0.951153
chr2L,842001,0.952244
chr2L,843001,0.952886
chr2L,844001,0.953152
chr2L,845001,0.953062
chr2L,846001,0.952591
chr2L,847001,0.951649
chr2L,848001,0.950022
chr2L,849001,0.946515
chr2L,850001,0.943146
chr2L,851001,0.934091
chr2L,852001,0.930627
chr2L,853001,0.929999
chr2L,854001,0.932998
chr2L,855001,0.936593
chr2L,856001,0.940218
chr2L,857001,0.943061
chr2L,858001,0.942765
chr2L,859001,0.940490
chr2L,860001,0.933787
chr2L,861001,0.926055
chr2L,862001,0.921703
chr2L,863001,0.916939
chr2L,864001,0.923944
chr2L,865001,0.936232
chr2L,866001,0.939274
chr2L,867001,0.938863
chr2L,868001,0.932459
chr2L,869001,0.924725
chr2L,870001,0.932633
chr2L,871001,0.927021
chr2L,872001,0.915340
chr2L,873001,0.916268
chr2L,874001,0.923281
chr2L,875001,0.910894
chr2L,876001,0.911102
chr2L,877001,0.912847
chr2L,878001,0.908828
chr2L,879001,0.905040
chr2L,880001,0.906589
chr2L,881001,0.909508
chr2L,882001,0.912412
chr2L,883001,0.916851
chr2L,884001,0.925951
chr2L,885001,0.940049
chr2L,886001,0.947476
chr2L,887001,0.951716
chr2L,888001,0.954636
chr2L,889001,0.956754
chr2L,890001,0.958312
chr2L,891001,0.959435
chr2L,892001,0.960182
chr2L,893001,0.960567
chr2L,894001,0.960555
chr2L,895001,0.960043
chr2L,896001,0.958790
chr2L,897001,0.956191
chr2L,898001,0.948505
chr2L,899001,0.935052
chr2L,900001,0.936499
chr2L,901001,0.951308
chr2L,902001,0.959437
chr2L,903001,0.962684
chr2L,904001,0.964656
chr2L,905001,0.965933
chr2L,906001,0.966753
chr2L,907001,0.967224
chr2L,908001,0.967386
chr2L,909001,0.967228
chr2L,910001,0.966692
chr2L,911001,0.965630
chr2L,912001,0.963714
chr2L,913001,0.960021
chr2L,914001,0.950344
chr2L,915001,0.942673
chr2L,916001,0.940338
chr2L,917001,0.947311
chr2L,918001,0.960660
chr2L,919001,0.965419
chr2L,920001,0.969220
chr2L,921001,0.971125
chr2L,922001,0.972522
chr2L,923001,0.973596
chr2L,924001,0.974445
chr2L,925001,0.975127
chr2L,926001,0.975673
chr2L,927001,0.976095
chr2L,928001,0.976378
chr2L,929001,0.976422
chr2L,930001,0.975829
chr2L,931001,0.977135
chr2L,932001,0.977634
chr2L,933001,0.977965
chr2L,934001,0.978207
chr2L,935001,0.978389
chr2L,936001,0.978522
chr2L,937001,0.978611
chr2L,938001,0.978658
chr2L,939001,0.978663
chr2L,940001,0.979629
chr2L,941001,0.979483
chr2L,942001,0.979274
chr2L,943001,0.978990
chr2L,944001,0.978612
chr2L,945001,0.978108
chr2L,946001,0.977432
chr2L,947001,0.976501
chr2L,948001,0.975159
chr2L,949001,0.973051
chr2L,950001,0.968940
chr2L,951001,0.960362
chr2L,952001,0.951312
chr2L,953001,0.958715
chr2L,954001,0.967547
chr2L,955001,0.968401
chr2L,956001,0.962020
chr2L,957001,0.966379
chr2L,958001,0.973318
chr2L,959001,0.975820
chr2L,960001,0.978263
chr2L,961001,0.979360
chr2L,962001,0.980169
chr2L,963001,0.980795
chr2L,964001,0.981296
chr2L,965001,0.981707
chr2L,966001,0.982049
chr2L,967001,0.982338
chr2L,968001,0.982585
chr2L,969001,0.982797
chr2L,970001,0.982979
chr2L,971001,0.983138
chr2L,972001,0.983275
chr2L,973001,0.983393
chr2L,974001,0.983496
chr2L,975001,0.983584
chr2L,976001,0.983659
chr2L,977001,0.983721
chr2L,978001,0.983773
chr2L,979001,0.983815
chr2L,980001,0.984456
chr2L,981001,0.984460
chr2L,982001,0.984456
chr2L,983001,0.984443
chr2L,984001,0.984422
chr2L,985001,0.984392
chr2L,986001,0.984353
chr2L,987001,0.984306
chr2L,988001,0.984250
chr2L,989001,0.984185
chr2L,990001,0.984109
chr2L,991001,0.984023
chr2L,992001,0.983925
chr2L,993001,0.983815
chr2L,994001,0.983691
chr2L,995001,0.983552
chr2L,996001,0.983396
chr2L,997001,0.983222
chr2L,998001,0.983026
chr2L,999001,0.982805
chr2L,1000001,0.982638
chr2L,1001001,0.982345
chr2L,1002001,0.982012
chr2L,1003001,0.981630
chr2L,1004001,0.981189
chr2L,1005001,0.980673
chr2L,1006001,0.980062
chr2L,1007001,0.979326
chr2L,1008001,0.978420
chr2L,1009001,0.977270
chr2L,1010001,0.975754
chr2L,1011001,0.973636
chr2L,1012001,0.970388
chr2L,1013001,0.963736
chr2L,1014001,0.950114
chr2L,1015001,0.945429
chr2L,1016001,0.943874
chr2L,1017001,0.950903
chr2L,1018001,0.965092
